time,Druck1,Druckdifferenz,V
7.5,14.44584859,18.64859076,5.622985005
7.6,14.80217117,19.04636,5.594268417
7.7,14.72098374,19.00354911,5.627588195
7.8,14.71998143,18.99154552,5.666364735
7.9,14.74203233,18.97931339,5.674046879
8,14.8157024,19.05912371,5.585885124
8.1,14.75907167,19.04189288,5.68267405
8.2,14.84025909,19.13203483,5.70258056
8.3,15.01416055,19.28700386,5.659261799
8.4,14.89288057,19.1810745,5.670541139
8.5,14.86281116,19.25385419,5.64953718
8.6,14.72599531,19.07584754,5.706391147
8.7,14.96855527,19.25419076,5.615302861
8.8,14.90791528,19.22706628,5.663499173
8.9,14.92294999,19.14283368,5.653439222
9,14.87784586,19.12408144,5.613961534
9.1,14.58266443,18.9010479,5.69739816
9.2,14.76809249,19.07112535,5.661121366
9.3,14.7796191,19.08521039,5.656731569
9.4,14.84376719,19.09511964,5.680509636
9.5,14.6854016,18.97001372,5.64084904
9.6,14.98709807,19.3627905,5.66581601
9.7,15.29029802,19.70794879,5.686728515
9.8,15.45918791,19.84102057,5.67962558
9.9,15.27977372,19.65879211,5.666882975
10,15.13944978,19.50618768,5.723249187
10.1,15.01115361,19.42112907,5.704897397
10.2,15.07279591,19.42981175,5.663834505
10.3,15.1008607,19.52030237,5.672766522
10.4,15.0612693,19.4973408,5.734894343
10.5,15.22364415,19.62057159,5.706025331
10.6,15.2637367,19.70083158,5.696026349
10.7,15.45718328,19.93265469,5.787388998
10.8,15.44315088,19.91990151,5.771354045
10.9,15.47572608,19.87214184,5.784889252
11,15.47372146,19.94868118,5.769037208
11.1,15.34692875,19.7773717,5.757605445
11.2,15.39854792,19.94463215,5.739954803
11.3,15.45567981,19.91733567,5.70562903
11.4,15.36597272,19.90694008,5.731175209
11.5,15.44164741,19.90330327,5.751965775
11.6,15.56192508,20.09317039,5.786200094
11.7,15.96134715,20.48235872,5.822324465
11.8,15.88467014,20.38291163,5.759830828
11.9,15.68170158,20.18966513,5.829793217
12,15.66666688,20.24473156,5.773609913
12.1,15.74584967,20.25483659,5.803820252
12.2,15.85660535,20.42315707,5.810008646
12.3,15.94480897,20.47579844,5.79784525
12.4,15.90421526,20.40194506,5.781596905
12.5,15.84056833,20.36030068,5.795894229
12.6,15.96786219,20.61398126,5.776780322
12.7,16.1202139,20.80905884,5.850583783
12.8,16.25552627,20.86633893,5.872685191
12.9,16.3191732,20.97168836,5.872929069
13,16.20691405,20.85098637,5.859942586
13.1,16.05606581,20.76077306,5.84427345
13.2,16.15880298,20.75324165,5.852260441
13.3,16.31165585,20.94958792,5.878690677
13.4,16.11770811,20.75026747,5.872959553
13.5,16.05957391,20.65401258,5.809642829
13.6,16.11720696,20.72494949,5.836987606
13.7,16.13324398,20.81236687,5.885122949
13.8,16.04403805,20.66252601,5.891860068
13.9,16.16682149,20.74616539,5.862838633
14,16.11770811,20.69679617,5.870124476
14.1,16.31015238,20.85367818,5.883537745
14.2,16.06558779,20.70172896,5.883354837
14.3,16.19087703,20.73414698,5.867624731
14.4,16.20741521,20.72817093,5.864088505
14.5,16.33470907,20.88795692,5.832201508
14.6,16.47753879,21.21422648,5.830067579
14.7,16.46651334,21.25053209,5.862472816
14.8,16.62437777,21.33292267,5.886769123
14.9,16.68100851,21.38213394,5.956091333
15,16.64191827,21.36120859,5.886677669
15.1,16.54820192,21.23423258,5.921460713
15.2,16.54770076,21.21377563,5.898902034
15.3,16.54319035,21.28166894,5.903200377
15.4,16.52765449,21.13207105,5.921277805
15.5,16.56874935,21.18135292,5.858631744
15.6,16.72110106,21.50384059,5.865429832
15.7,17.20922791,22.01141155,5.941306253
15.8,17.1140081,21.97989678,5.976424629
15.9,17.04785538,21.84517799,6.033827321
16,16.94912747,21.71088782,5.971851924
16.1,16.82584286,21.6221421,5.954292736
16.2,16.82083129,21.60843185,5.993496061
16.3,16.79928154,21.63216641,5.936337247
16.4,16.84137873,21.67400775,5.977308685
16.5,16.89851062,21.68176183,5.953804981
16.6,17.04083919,21.89623829,5.977704986
16.7,17.36859582,22.22501829,6.007640963
16.8,17.46832605,22.40533925,5.987399121
16.9,17.23328345,22.25446918,6.012030759
17,17.22827188,22.08392682,5.995812899
17.1,17.06689935,22.01875147,5.981332666
17.2,17.07742364,22.00829659,6.02876686
17.3,17.02931258,21.95199853,5.982978839
17.4,17.32750095,22.24199991,6.025322089
17.5,17.34303682,22.22913714,6.015688924
17.6,17.29342228,22.15496163,6.013097724
17.7,17.67179576,22.54689482,6.095741748
17.8,17.59261297,22.56083908,6.020932292
17.9,17.63370784,22.62879752,6.001879354
18,17.54951347,22.52208892,5.99867846
18.1,17.57807942,22.40738247,6.016542495
18.2,17.67630618,22.5923402,6.06092822
18.3,17.52345331,22.48758593,6.063153603
18.4,17.56053892,22.48066645,6.02830959
18.5,17.79908962,22.70514575,6.08232848
18.6,17.86925159,22.89171654,6.075134091
18.7,17.9203696,22.96509294,6.096564835
18.8,17.99804893,23.03074761,6.107478358
18.9,17.94091704,22.95135733,6.071780773
19,17.83918218,22.91307168,6.116623769
19.1,17.82114053,22.88121448,6.125494817
19.2,17.79858847,22.85073127,6.11805655
19.3,17.88679209,23.0077568,6.13180515
19.4,17.96898182,23.09250498,6.10528346
19.5,17.83116367,22.97975949,6.142352856
19.6,17.84469491,22.98740632,6.134731681
19.7,17.7574936,22.88869206,6.126744689
19.8,17.96948298,23.22425388,6.147382832
19.9,17.84720069,23.07536386,6.121989076
20,17.87576664,22.97856646,6.11235591
20.1,17.89080134,23.002044,6.160308345
20.2,17.66728535,22.83788372,6.151864083
20.3,17.73494154,22.87304777,6.124580276
20.4,17.89531176,23.07537633,6.166008984
20.5,17.70838022,22.81936704,6.096717259
20.6,18.14388559,23.24694126,6.144852602
20.7,18.0506704,23.26732061,6.122415862
20.8,18.21254409,23.43405533,6.130189461
20.9,18.45209711,23.57613195,6.16850873
21,18.4044872,23.65490876,6.135158467
21.1,18.3684039,23.50702182,6.124275429
21.2,18.31528127,23.55214311,6.161619187
21.3,18.26065516,23.46348982,6.129610251
21.4,18.24311467,23.50223491,6.136316885
21.5,18.10379304,23.34116658,6.166923525
21.6,18.56285279,23.89642351,6.173416767
21.7,18.50521974,23.90786822,6.218381701
21.8,18.77534333,24.1245205,6.222710528
21.9,18.7698306,24.06911828,6.187744576
22,18.80992316,24.10844331,6.136103493
22.1,18.64404021,23.89599683,6.209327744
22.2,18.92969966,24.18574978,6.237434639
22.3,18.80040118,24.01960982,6.239019843
22.4,18.74377044,23.93585967,6.20262111
22.5,18.84049373,24.06226081,6.206370728
22.6,18.78787225,24.01603542,6.24295237
22.7,18.65757145,23.92718128,6.200243303
22.8,18.57738634,23.85108966,6.167441765
22.9,18.7547959,23.94100072,6.225423666
23,18.66959922,23.99549463,6.252768443
23.1,18.62850435,23.87636747,6.201493176
23.2,18.82395555,24.07821476,6.223990886
23.3,18.48868156,23.76417579,6.220424176
23.4,18.73074036,24.01211899,6.195335267
23.5,18.8780805,24.07989178,6.211248281
23.6,18.72923689,24.05180633,6.214906445
23.7,19.02742527,24.465636,6.23938566
23.8,19.20483482,24.65890785,6.273863856
23.9,19.22588341,24.56585022,6.248592039
24,18.90313835,24.24412853,6.244415635
24.1,18.87206662,24.26550473,6.212833485
24.2,18.94473437,24.35608153,6.262950333
24.3,18.94373206,24.26604566,6.226460146
24.4,19.06852014,24.35782991,6.284503017
24.5,18.96427949,24.29938527,6.268285156
24.6,19.03444146,24.42762373,6.308067691
24.7,19.21535912,24.72443852,6.299349066
24.8,19.64785755,25.03643463,6.282338603
24.9,19.31959976,24.64677439,6.319560423
25,19.33964604,24.83132807,6.322944225
25.1,19.53860534,25.01212248,6.303434016
25.2,19.54361691,24.961616,6.329254558
25.3,19.54060997,25.01745308,6.332546906
25.4,19.60826615,25.09048198,6.310140651
25.5,19.32411017,24.8198857,6.292520493
25.6,19.50001625,25.00269956,6.303312078
25.7,19.75310051,25.22405921,6.331845758
25.8,19.77615372,25.36454463,6.385193984
25.9,19.82426479,25.37299994,6.414794629
26,19.90896031,25.40831765,6.383181994
26.1,19.80722545,25.20373369,6.391016562
26.2,19.79519769,25.32704716,6.386108525
26.3,19.94203667,25.40097073,6.333004176
26.4,19.97711765,25.48747627,6.383456357
26.5,19.71200564,25.26739272,6.401320391
26.6,20.21416488,25.98394887,6.383883142
26.7,20.15101911,25.81053452,6.40753927
26.8,20.40811262,26.07351243,6.359038111
26.9,20.17958506,25.82221479,6.463509181
27,20.17758043,25.76341289,6.46927079
27.1,20.2116591,25.74606701,6.425708152
27.2,20.15352489,25.82225068,6.43101249
27.3,19.96508989,25.63151308,6.43561568
27.4,20.03324723,25.71271844,6.438786089
27.5,20.12746473,25.84300989,6.415526262
27.6,19.91447304,25.5977819,6.413422818
27.7,20.00418013,25.74658885,6.39936937
27.8,20.23170538,25.96183361,6.414002027
27.9,20.15101911,25.79774234,6.415831109
28,20.05880623,25.66689709,6.405588249
28.1,20.02422641,25.67964832,6.413483787
28.2,20.19712555,25.81417093,6.386260949
28.3,20.14751101,25.88940805,6.466466197
28.4,20.07634673,25.68776355,6.408331873
28.5,19.9265008,25.64383686,6.43354272
28.6,20.44369476,26.1515646,6.450827546
28.7,20.64014828,26.42221275,6.484635079
28.8,20.54041805,26.25852163,6.503047839
28.9,20.44770401,26.15685308,6.556761882
29,20.45321674,26.14445675,6.446010963
29.1,20.23020191,26.01252223,6.54014772
29.2,20.59554531,26.35074621,6.521826414
29.3,20.82006362,26.58447489,6.483781508
29.4,20.53340185,26.29832481,6.526429604
29.5,20.6421529,26.38635254,6.488689544
29.6,20.85614691,26.74899165,6.504998859
29.7,20.76794329,26.63213356,6.554627953
29.8,20.90876839,26.74865352,6.527862385
29.9,20.86767352,26.67046133,6.551975784
30,20.83108907,26.60957174,6.507163273
30.1,20.78798957,26.55751772,6.490853958
30.2,20.83910758,26.72376532,6.568041221
30.3,20.84211452,26.73060992,6.507071819
30.4,20.76894561,26.6298099,6.54468994
30.5,20.9889535,26.88768264,6.548561497
30.6,21.03656341,26.80123053,6.54572642
30.7,20.8912279,26.61188992,6.497316715
30.8,20.87769666,26.6454339,6.502072328
30.9,20.95888409,26.80900295,6.486037375
31,20.89974757,26.76547289,6.490853958
31.1,20.97241532,26.79183296,6.496463143
31.2,21.12576934,26.90501954,6.520637511
31.3,21.11624736,27.04363098,6.486220284
31.4,20.8807036,26.73773025,6.518625521
31.5,20.81805899,26.75542051,6.503352686
31.6,20.93783549,26.94299556,6.557219152
31.7,21.26659444,27.34518161,6.607427455
31.8,21.25757362,27.44182417,6.62471228
31.9,21.41994846,27.44711107,6.590416992
32,21.52218448,27.53041466,6.57730857
32.1,21.26408866,27.29867073,6.587734338
32.2,21.51216134,27.42675278,6.616359472
32.3,21.32974022,27.33080678,6.559749382
32.4,21.4800873,27.43433449,6.608768782
32.5,21.17839082,27.06100182,6.542952312
32.6,21.52318679,27.60689083,6.558042239
32.7,21.71563105,27.87813491,6.620932177
32.8,21.93714242,28.10066965,6.621054116
32.9,21.93062738,28.13892723,6.603555898
33,21.75371898,27.91494362,6.685437805
33.1,21.77125947,27.95730093,6.637881671
33.2,21.49361853,27.57757841,6.644893152
33.3,21.56428166,27.63365846,6.658214967
33.4,21.51667175,27.53794996,6.637424401
33.5,21.58382678,27.62557247,6.661202467
33.6,21.88101284,28.11643211,6.592368012
33.7,21.96069679,28.2721016,6.659800171
33.8,22.03837612,28.30347324,6.67159775
33.9,21.93764358,28.15182783,6.621999142
34,22.00429745,28.2901179,6.733573148
34.1,21.86848392,28.16888745,6.682907574
34.2,21.87349549,28.0633746,6.682054003
34.3,21.91208457,28.35703972,6.699369313
34.4,21.94866903,28.18204155,6.665287417
34.5,21.91609383,28.11441578,6.659190477
34.6,22.18321047,28.4183739,6.653794685
34.7,22.48290232,28.74697607,6.766161293
34.8,22.53853074,28.83842258,6.739883481
34.9,22.63375055,28.94745795,6.728421233
35,22.45183059,28.74941984,6.731591642
35.1,22.54905503,28.80135998,6.728787049
35.2,22.35410499,28.66781238,6.755826979
35.3,22.46736645,28.7155779,6.695314848
35.4,22.51898562,28.80429438,6.771953386
35.5,22.28745111,28.7467335,6.775581066
35.6,22.54905503,29.08585802,6.77100836
35.7,22.84573994,29.34877157,6.814022274
35.8,23.02164602,29.36554296,6.755948918
35.9,22.83471448,29.36844735,6.788537063
36,22.94196207,29.33830694,6.818320616
36.1,22.5866418,29.00908271,6.79143311
36.2,22.5901499,29.14051259,6.74552315
36.3,22.80414391,29.29080156,6.760521623
36.4,22.75703516,29.21887598,6.770947391
36.5,22.95549331,29.44112758,6.75628425
36.6,22.82318788,29.23258077,6.751620091
36.7,23.1324017,29.49267263,6.768813462
36.8,22.96200835,29.40619596,6.767167288
36.9,22.79361962,29.26236821,6.793597524
37,23.05071312,29.46880469,6.780763465
37.1,22.99408239,29.36688965,6.84039154
37.2,22.94446785,29.38967884,6.796371632
37.3,22.8577677,29.26229957,6.848378532
37.4,22.79863119,29.11208274,6.75680249
37.5,22.44481439,28.84499691,6.808626481
37.6,22.66281766,29.20269076,6.728604141
37.7,23.29778349,29.76832299,6.802072271
37.8,23.24015044,29.80023519,6.80012125
37.9,23.2511759,29.80819052,6.869504429
38,23.19905557,29.81235578,6.832404548
38.1,23.11736699,29.67847512,6.840025723
38.2,23.22611805,29.68028356,6.884198055
38.3,23.35842348,29.99398208,6.81030314
38.4,23.51027403,30.09364054,6.857584911
38.5,23.39500794,29.93743948,6.825819853
38.6,23.47068263,30.12798793,6.822771383
38.7,23.82900984,30.62344729,6.929772683
38.8,24.00090667,30.67535349,6.886575862
38.9,23.76736754,30.43362736,6.905964132
39,23.69520094,30.41518791,6.864504938
39.1,23.67415235,30.33401608,6.893495889
39.2,23.91470767,30.55717405,6.876211064
39.3,23.6095031,30.35481859,6.903708264
39.4,23.89566371,30.43963031,6.911298954
39.5,23.79994274,30.45238701,6.903342447
39.6,23.49473817,30.24875233,6.885082112
39.7,24.06655823,30.96486816,6.917914135
39.8,24.09913343,30.90738643,6.925809672
39.9,24.20487754,30.95351899,6.950227918
40,24.03598765,30.92815734,6.937058527
40.1,24.01193212,30.85497985,6.896818721
40.2,23.97885576,30.73184655,6.954800623
40.3,23.91621115,30.55253727,6.956477281
40.4,24.16127689,30.9472715,6.921785692
40.5,23.89917181,30.60150558,6.950380341
40.6,24.22191687,31.15988256,6.919224977
40.7,24.35823156,31.29875568,6.991107902
40.8,24.54416078,31.35753066,6.938613247
40.9,24.56270359,31.35048911,6.963946033
41,24.4659803,31.22101784,7.058326667
41.1,24.37727552,31.16634026,6.970256366
41.2,24.63887944,31.28339257,7.015129846
41.3,24.40283453,31.31726261,6.990315299
41.4,24.24697472,31.18212613,6.959891568
41.5,24.52110756,31.35622414,7.004368747
41.6,24.67496274,31.59553107,6.992662621
41.7,24.86239543,31.87250901,7.036469137
41.8,24.7476305,31.73906749,7.071648482
41.9,24.97465459,31.93180854,7.099054228
42,24.80526354,31.65163724,7.026317731
42.1,24.7185634,31.68416019,7.066039297
42.2,24.68749167,31.90023334,7.037597071
42.3,24.75314322,31.68420113,7.037810464
42.4,24.99419971,32.01377949,7.096767875
42.5,24.9360655,32.01628021,6.998515684
42.6,25.40815533,32.56614648,7.019001403
42.7,25.40264261,32.52993253,7.041651536
42.8,25.27534875,32.48988132,7.103565964
42.9,25.26181751,32.48300202,7.086342108
43,25.28737651,32.39778076,7.062990827
43.1,25.36154774,32.5330986,7.094816854
43.2,25.52041449,32.6558914,7.097682416
43.3,25.36455468,32.48135502,7.11469288
43.4,25.07939639,32.21436162,7.114327063
43.5,25.2106995,32.29193758,7.113321068
43.6,25.50788556,32.64259495,7.164748759
43.7,25.75245015,33.07111105,7.129356021
43.8,25.93487127,33.24815946,7.102834331
43.9,25.79204155,33.09791027,7.120637396
44,25.66875694,32.87152071,7.127161122
44.1,25.66625116,32.93016154,7.178314451
44.2,25.65723033,32.93418874,7.163742763
44.3,25.80156353,32.98948837,7.169443403
44.4,25.57203365,32.71902353,7.142921713
44.5,25.83063063,33.03672037,7.151670822
44.6,26.08070794,33.34692091,7.136580895
44.7,26.15387685,33.62604389,7.193251954
44.8,26.20750064,33.44096564,7.172644296
44.9,26.16690693,33.45998348,7.198190476
45,26.04813274,33.28748214,7.188496341
45.1,26.23055386,33.46197211,7.150268526
45.2,26.28918922,33.63906304,7.222944053
45.3,26.24358394,33.55303448,7.223005022
45.4,25.9764673,33.43200451,7.179716747
45.5,25.96844879,33.43703402,7.209683208
45.6,26.73421658,34.3977546,7.203921599
45.7,26.92666084,34.5592418,7.288821492
45.8,26.70114022,34.35470035,7.205232442
45.9,26.61494123,34.20684306,7.233918545
46,26.53024571,33.97785177,7.216847113
46.1,26.34481764,33.79907563,7.201940094
46.2,26.58537297,34.17804233,7.245929517
46.3,26.44504903,34.03260152,7.244313828
46.4,26.83294449,34.49059812,7.280682076
46.5,26.80387739,34.47867253,7.222517267
46.6,26.70314485,34.54219156,7.298424172
46.7,27.1005623,35.00459327,7.307935399
46.8,27.07851139,34.81624405,7.269920977
46.9,26.72218881,34.50136813,7.304856444
47,26.90210415,34.57536423,7.305008868
47.1,26.71166452,34.37776098,7.305892924
47.2,27.04242809,34.78451009,7.259068423
47.3,27.09404726,34.62991935,7.291443176
47.4,27.03340727,34.58181569,7.253703116
47.5,27.21783302,34.68769747,7.359728906
47.6,27.06748594,34.82568608,7.348906837
47.7,27.23737814,34.89272917,7.332993823
47.8,27.37419398,35.1034838,7.367898806
47.9,27.60522733,35.36752097,7.335005814
48,27.66686963,35.37952962,7.355582987
48.1,27.68390897,35.30855877,7.337566529
48.2,27.3716882,35.07283523,7.371739878
48.3,27.78764845,35.43046315,7.367045234
48.4,27.48043925,35.20154208,7.367715898
48.5,27.53306073,35.36289707,7.364332096
48.6,27.4228062,35.17512195,7.351437068
48.7,28.09736344,35.99013729,7.405455958
48.8,28.20310755,35.94211942,7.424813743
48.9,27.97808809,35.6697689,7.388171132
49,27.71247491,35.68839793,7.377288094
49.1,27.96004644,35.71389724,7.412101623
49.2,27.79917506,35.57656347,7.455877653
49.3,27.74154201,35.63124575,7.481027531
49.4,27.85630695,35.71403024,7.414235552
49.5,27.56864287,35.53868148,7.475631739
49.6,27.82924448,35.88396731,7.425331983
49.7,28.08132641,36.15114401,7.473680719
49.8,27.9430071,36.09469464,7.467797171
49.9,28.15900574,36.34983734,7.458011582
50,28.41409462,36.31914896,7.467309416
50.1,28.12643054,36.00385378,7.412436954
50.2,27.98510428,35.94925849,7.484167456
50.3,28.04474196,35.98203259,7.494501769
50.4,28.05276047,36.40861117,7.471638244
50.5,27.85881274,36.06243652,7.437678287
50.6,26.54628273,34.77907268,7.529681114
50.7,24.86189428,33.26379682,7.566110332
50.8,23.1033346,31.67025624,7.545685582
50.9,21.4625468,30.30884961,7.594583043
51,22.85977233,32.06374444,7.573060844
51.1,25.20017521,34.09432076,7.46999207
51.2,25.49385317,33.99297627,7.471089519
51.3,25.57453944,33.81577222,7.519468739
51.4,25.23525619,33.50770189,7.579767478
51.5,24.47249534,32.78101498,7.582541586
51.6,24.48452311,33.0511889,7.529742084
51.7,24.94759211,33.32928301,7.543094383
51.8,25.6552257,33.91462338,7.530077415
51.9,25.53845614,33.83904463,7.475174469
52,25.09894151,33.42230008,7.565348214
52.1,25.0733825,33.20229997,7.608727944
52.2,25.26432329,33.44492116,7.518249351
52.3,25.08691374,33.23604285,7.519285831
52.4,25.34851766,33.60049588,7.522120908
52.5,24.96162451,33.07237708,7.490142457
52.6,24.8523723,33.12379462,7.543643107
52.7,24.96162451,33.14017562,7.578395667
52.8,25.19265785,33.42007509,7.543673592
52.9,25.23826313,33.53757241,7.539344765
53,24.95210253,33.15316787,7.540686091
53.1,24.75364438,32.81220486,7.560226785
53.2,24.58776144,32.73791391,7.502885062
53.3,24.90048336,33.15936935,7.527120399
53.4,25.16509422,33.26689227,7.528492211
53.5,25.00873326,33.09083135,7.52401096
53.6,25.19115438,33.37047303,7.524224353
53.7,24.98668235,33.17162956,7.48063123
53.8,25.05784664,33.24918993,7.551660584
53.9,24.95761525,32.98649788,7.509927028
54,26.3708778,30.38890093,7.610983812
54.1,32.46895536,24.64065408,7.783374796
54.2,45.03546545,22.36491167,7.757249407
54.3,62.27827088,24.09080512,7.692621841
54.4,79.25496198,26.56039878,7.612386108
54.5,88.61857811,37.36415832,7.409937209
54.6,85.67528344,41.058469,7.222181935
54.7,75.59401058,36.93681605,7.411674837
54.8,65.92218294,39.21441776,7.346894847
54.9,54.10289783,43.9584448,7.267482201
55,38.70384876,44.85483965,7.29918629
55.1,22.86227812,43.73808932,7.268000441
55.2,8.570785864,42.20858558,7.320159764
55.3,-1.793640662,38.02866545,7.389634398
55.4,-6.26596513,29.8246068,7.666465968
55.5,-1.555089962,22.93962841,7.76407798
55.6,13.36184614,16.32246783,7.899643446
55.7,36.7297916,19.80062317,7.847057336
55.8,56.47236781,38.59657821,7.302356699
55.9,57.99588489,44.57074987,7.173406414
56,47.04159665,39.14984617,7.46383416
56.1,35.37616673,41.30099191,7.38024511
56.2,22.76655714,44.78291894,7.295375702
56.3,7.883198553,44.75153491,7.296320728
56.4,-6.549619954,43.88277447,7.296412182
56.5,-18.49720123,40.42971111,7.368782862
56.6,-24.95460831,32.04222021,7.624031264
56.7,-23.58594873,24.3432723,7.802092402
56.8,-11.24596157,16.50206352,7.95985073
56.9,10.42807346,16.43297768,7.880255176
57,34.01201756,29.47002682,7.465175487
57.1,45.51056222,44.75198606,7.091859838
57.2,39.16491314,39.93065292,7.351223675
57.3,31.26617872,34.01189182,7.577450641
57.4,25.78552651,37.92402426,7.511329324
57.5,17.61516503,44.26434203,7.29257111
57.6,4.290905658,45.27371816,7.22117594
57.7,-10.02714791,44.26899598,7.298027871
57.8,-22.92091348,43.59431888,7.366892811
57.9,-32.47146115,38.78915758,7.382043707
58,-36.09031536,28.9666087,7.625250652
58.1,-30.60014116,21.77154746,7.809164853
58.2,-15.73181728,16.04420884,7.942718328
58.3,7.892720534,18.32115992,7.879005303
58.4,29.24902207,34.61406154,7.357320615
58.5,36.20207335,43.96359946,7.222151451
58.6,28.86012429,36.9752262,7.475662224
58.7,21.18440471,36.72408676,7.508951518
58.8,13.15085907,43.03134025,7.358448549
58.9,0.89205934,45.02225933,7.298607081
59,-13.23956385,43.93277335,7.31604433
59.1,-26.06567323,42.8427198,7.326470097
59.2,-35.7720807,39.65162445,7.392073174
59.3,-40.12763561,30.73591391,7.6835374
59.4,-36.72026962,23.70281586,7.78553921
59.5,-24.12168549,16.93967099,7.934944729
59.6,-2.867118812,15.93277774,7.961954175
59.7,20.40510567,29.58195836,7.563122831
59.8,32.57720526,43.40271385,7.208677213
59.9,28.27427183,38.59065174,7.415272031
60,21.8419226,34.5269022,7.518218867
60.1,16.03501722,39.80160482,7.352625971
60.2,7.316390062,43.82449868,7.326896883
60.3,-5.094761379,44.10549046,7.265134879
60.4,-18.14087865,44.34532931,7.315190758
60.5,-30.2633637,44.4710989,7.28290746
60.6,-39.80288591,39.0693346,7.448805203
60.7,-42.89903345,28.52020829,7.693871714
60.8,-35.97755505,18.41376264,7.877724946
60.9,-18.12885089,13.69578551,8.066272821
61,6.777646359,21.44004084,7.729081544
61.1,26.5908857,41.50989127,7.205903105
61.2,27.32908986,41.68549544,7.304551597
61.3,20.76042594,33.81075014,7.627354096
61.4,17.01578134,34.70147918,7.567146812
61.5,11.97364144,44.3460389,7.309733997
61.6,-0.194950047,46.49624399,7.1905693
61.7,-14.61223269,45.22318014,7.266963961
61.8,-27.81320745,44.13818889,7.351010282
61.9,-38.4357298,42.30747467,7.353357604
62,-44.77636732,34.21123864,7.580316203
62.1,-44.37193367,26.95699529,7.695761765
62.2,-35.35161004,20.12346098,7.867908872
62.3,-17.95595174,14.91252638,7.967349967
62.4,5.484661472,20.8245297,7.762309868
62.5,24.97816269,40.31777507,7.17636343
62.6,26.80888896,42.02851072,7.317294202
62.7,20.33293908,34.2168016,7.557483162
62.8,16.57827134,33.8776454,7.536113386
62.9,12.66573916,40.19501801,7.335767931
63,4.254822359,43.39863135,7.272390238
63.1,-5.473134863,40.46076223,7.340736937
63.2,-12.73289419,34.1688591,7.540320275
63.3,-16.46801681,37.07543532,7.466791176
63.4,-20.7213357,41.52617022,7.320617035
63.5,-27.54959891,40.89929908,7.359759391
63.6,-34.48009813,38.30944172,7.454536326
