time,Druck1,Druckdifferenz,V
18.5,-33.51637335,29.01102542,4.85321582
18.6,-49.42008745,26.13512129,5.087338324
18.7,-60.82090652,22.86833656,5.207935801
18.8,-64.8602314,17.77493621,5.448307668
18.9,-63.09214974,13.38051402,5.607742655
19,-53.85181821,10.32244557,5.721206712
19.1,-36.79343853,5.1556951,5.889451777
19.2,-14.24538581,8.485802892,5.821105077
19.3,5.51122279,25.87867284,4.882877434
19.4,8.648465189,28.35839728,4.701066677
19.5,0.677063016,17.54713158,5.309846157
19.6,-1.884350067,12.84584296,5.654018431
19.7,1.487433776,15.40916115,5.535250036
19.8,3.651930569,19.24150211,5.33956874
19.9,-1.667349115,25.93356593,5.091697636
20,-14.72248721,29.06744084,4.837699107
20.1,-31.67963319,27.1718053,4.940737397
20.2,-45.48299859,23.764643,5.155349692
20.3,-51.26785307,15.61707324,5.455563027
20.4,-46.03978394,4.73851098,5.915455227
20.5,-26.8770463,1.415158043,6.160064468
20.6,-2.713764791,15.81903108,5.476079231
20.7,12.20367247,31.89569552,4.572787056
20.8,6.895919395,24.15410264,4.9638448
20.9,-0.66503525,13.4979526,5.582501322
21,0.395913977,13.26484509,5.635819064
