time,P1 [mmHg]3
12.3,1.167433713
12.4,1.164071074
12.5,1.163179466
12.6,1.163650745
12.7,1.164898997
12.8,1.165867029
12.9,1.171586062
13,1.175560089
13.1,1.177368781
13.2,1.176642757
13.3,1.174095303
13.4,1.171891756
13.5,1.168949448
13.6,1.167688458
13.7,1.168643753
13.8,1.169280617
13.9,1.168783863
14,1.169204193
14.1,1.167408238
14.2,1.165625021
14.3,1.162975669
14.4,1.162593551
14.5,1.164172973
14.6,1.16525564
14.7,1.169866531
14.8,1.174451947
14.9,1.180107293
15,1.181126275
15.1,1.181189961
15.2,1.178311339
15.3,1.175521877
15.4,1.173955194
15.5,1.172057341
15.6,1.169369777
15.7,1.171586062
15.8,1.171802595
15.9,1.170350547
16,1.169790107
16.1,1.167344552
16.2,1.1660963
16.3,1.164351294
16.4,1.163332313
16.5,1.164937209
16.6,1.164860785
16.7,1.167752145
16.8,1.174706692
16.9,1.177534366
17,1.176706443
17.1,1.17648991
17.2,1.174388261
17.3,1.171305842
17.4,1.17317822
17.5,1.172413984
17.6,1.170923724
17.7,1.16977737
17.8,1.170223174
17.9,1.17005759
18,1.167904992
18.1,1.164949946
18.2,1.162109535
18.3,1.161230664
18.4,1.160581063
18.5,1.16171468
18.6,1.163421474
18.7,1.166580316
18.8,1.170783614
18.9,1.173101797
19,1.176311588
19.1,1.175700199
19.2,1.173904244
19.3,1.171496901
19.4,1.172222925
19.5,1.170592555
19.6,1.171089308
19.7,1.173076322
19.8,1.173916982
19.9,1.173776872
20,1.171611536
20.1,1.171738909
20.2,1.168643753
20.3,1.16334505
20.4,1.161778366
20.5,1.160657487
20.6,1.161396248
20.7,1.161931214
20.8,1.162937458
20.9,1.164364032
21,1.162937458
21.1,1.161816578
21.2,1.160173471
21.3,1.159791353
21.4,1.158619524
21.5,1.162262383
21.6,1.163497897
21.7,1.168223423
21.8,1.171369528
21.9,1.173369279
22,1.174120778
22.1,1.175840309
22.2,1.174286362
22.3,1.17140774
22.4,1.168885761
22.5,1.169535362
22.6,1.171420477
22.7,1.172566831
22.8,1.175037861
22.9,1.176031368
23,1.174617531
23.1,1.173866033
23.2,1.172210188
23.3,1.170083064
23.4,1.169331566
23.5,1.172121027
23.6,1.172885263
23.7,1.173356542
23.8,1.176095054
23.9,1.177164985
24,1.17443921
24.1,1.172643255
24.2,1.170516131
24.3,1.167420976
24.4,1.166771375
24.5,1.167675721
24.6,1.168631016
24.7,1.171484164
24.8,1.173547601
24.9,1.170910987
25,1.170146751
25.1,1.168809338
25.2,1.166363782
25.3,1.163854541
25.4,1.163829066
25.5,1.164542353
25.6,1.166605791
25.7,1.168809338
25.8,1.169127769
25.9,1.166593053
26,1.165433962
26.1,1.163612533
26.2,1.162147747
26.3,1.161791104
26.4,1.162147747
26.5,1.164402243
26.6,1.168261635
26.7,1.170388759
26.8,1.170961936
26.9,1.169344303
27,1.166351045
27.1,1.164797099
27.2,1.163930964
27.3,1.163841804
27.4,1.165230166
27.5,1.167739407
27.6,1.169038609
27.7,1.171866282
27.8,1.172044604
27.9,1.171929968
28,1.172452196
28.1,1.17238851
28.2,1.171738909
28.3,1.172082815
28.4,1.174426472
28.5,1.177865534
28.6,1.179037363
28.7,1.180272878
28.8,1.179202948
28.9,1.178145754
29,1.177598052
29.1,1.175751148
29.2,1.174400998
29.3,1.174248151
29.4,1.175967682
29.5,1.178209441
29.6,1.177941958
29.7,1.178693457
29.8,1.178005644
29.9,1.175534615
30,1.171713435
30.1,1.169242405
30.2,1.168121525
30.3,1.169433464
30.4,1.169790107
30.5,1.171216681
30.6,1.170554343
30.7,1.171866282
30.8,1.168414482
30.9,1.167433713
31,1.165383013
31.1,1.165701445
31.2,1.166987909
31.3,1.171114783
31.4,1.174528371
31.5,1.176235164
31.6,1.176973926
31.7,1.177878272
31.8,1.177954695
31.9,1.176247902
32,1.176018631
32.1,1.17550914
32.2,1.177610789
32.3,1.179215685
32.4,1.180260141
32.5,1.179113787
32.6,1.178298602
32.7,1.177177722
32.8,1.174986912
32.9,1.172655992
33,1.172044604
33.1,1.17317822
33.2,1.17522892
33.3,1.177674475
33.4,1.178757143
33.5,1.176782867
33.6,1.174146253
33.7,1.171675223
33.8,1.168898499
33.9,1.166593053
34,1.165586809
34.1,1.166924222
34.2,1.167930466
34.3,1.170783614
34.4,1.172350298
34.5,1.172885263
34.6,1.172974424
34.7,1.17033781
34.8,1.170579818
34.9,1.169611786
35,1.170350547
35.1,1.173152746
35.2,1.178031119
35.3,1.180642259
35.4,1.182603798
35.5,1.184374278
35.6,1.184106795
35.7,1.18208157
35.8,1.179202948
35.9,1.175993156
36,1.17387877
36.1,1.173101797
36.2,1.175381767
36.3,1.177317832
36.4,1.177215934
36.5,1.175432717
36.6,1.173967931
36.7,1.17126763
36.8,1.168720177
36.9,1.165166479
37,1.164364032
37.1,1.165166479
37.2,1.167051595
37.3,1.170783614
37.4,1.171866282
37.5,1.172070078
37.6,1.171254893
37.7,1.172133764
37.8,1.172019129
37.9,1.171165732
38,1.172961687
38.1,1.176400749
38.2,1.178413237
38.3,1.179827074
38.4,1.181342808
38.5,1.184501651
38.6,1.182718433
38.7,1.181699452
38.8,1.181342808
38.9,1.180387513
39,1.182247154
39.1,1.181623028
39.2,1.18194146
39.3,1.183953948
39.4,1.187342061
39.5,1.187354798
39.6,1.189214439
39.7,1.190615539
39.8,1.192029375
