time,P1 [mmHg]3
14.2,1.231183734
14.3,1.232393774
14.4,1.235705463
14.5,1.241628293
14.6,1.242519901
14.7,1.240405515
14.8,1.238635035
14.9,1.234559109
15,1.231463954
15.1,1.232890527
15.2,1.236877292
15.3,1.24313129
15.4,1.243984687
15.5,1.242685486
15.6,1.240392778
15.7,1.23832934
15.8,1.23413878
15.9,1.233183485
16,1.23422794
16.1,1.23973044
16.2,1.244175746
16.3,1.24341151
16.4,1.241793877
16.5,1.240099821
16.6,1.237055614
16.7,1.233514654
16.8,1.232661257
16.9,1.233896772
17,1.238877043
17.1,1.244494178
17.2,1.244685237
17.3,1.242889282
17.4,1.241335335
17.5,1.239259161
17.6,1.234979439
17.7,1.23357834
17.8,1.233642026
17.9,1.236062107
18,1.240915006
18.1,1.244277644
18.2,1.24355162
18.3,1.241895775
18.4,1.24080037
18.5,1.237590579
18.6,1.234317101
18.7,1.23315801
18.8,1.233985932
18.9,1.237845324
19,1.242825596
19.1,1.243258663
19.2,1.242405266
19.3,1.241462708
19.4,1.239615804
19.5,1.23520871
19.6,1.234011407
19.7,1.233782136
19.8,1.237017402
19.9,1.241806614
20,1.244787135
20.1,1.243819102
20.2,1.240672998
20.3,1.238851568
20.4,1.235310608
20.5,1.232559359
20.6,1.232393774
20.7,1.236151268
20.8,1.240341829
20.9,1.244545127
21,1.243487934
21.1,1.242265156
21.2,1.239819601
21.3,1.236113056
21.4,1.234075093
21.5,1.23422794
21.6,1.236966453
21.7,1.243220451
21.8,1.244697974
21.9,1.243857314
22,1.241475445
22.1,1.238520399
22.2,1.234418999
22.3,1.234762906
22.4,1.240354566
22.5,1.245971701
22.6,1.247716706
22.7,1.241590081
22.8,1.239985185
22.9,1.242532638
23,1.240902268
23.1,1.240329091
23.2,1.23931011
23.3,1.239526644
23.4,1.243118553
23.5,1.242647274
23.6,1.241551869
23.7,1.23810007
23.8,1.234406262
23.9,1.232750418
24,1.234903016
24.1,1.23987055
24.2,1.243895526
24.3,1.244175746
24.4,1.241870301
24.5,1.239704965
24.6,1.235145024
24.7,1.232814104
24.8,1.232724943
24.9,1.235781887
25,1.241730191
25.1,1.243666255
25.2,1.243309612
25.3,1.24206136
25.4,1.240303617
25.5,1.236431488
25.6,1.235030388
25.7,1.23478838
25.8,1.237501418
25.9,1.243118553
26,1.244672499
26.1,1.242367054
26.2,1.241067853
26.3,1.237081088
26.4,1.234342576
26.5,1.233387281
26.6,1.234610058
26.7,1.237730689
26.8,1.240813107
26.9,1.239373796
27,1.2350686
27.1,1.231183734
27.2,1.2262162
27.3,1.222280384
27.4,1.220331582
27.5,1.221605309
27.6,1.226662004
27.7,1.226853063
27.8,1.224127288
27.9,1.221796368
28,1.218000662
28.1,1.214090322
28.2,1.212103308
28.3,1.214243169
28.4,1.219248915
28.5,1.223286628
28.6,1.222700714
28.7,1.220509904
28.8,1.218930483
28.9,1.215313099
29,1.21363178
29.1,1.21433233
29.2,1.219019644
29.3,1.223732433
29.4,1.224585829
29.5,1.223299365
29.6,1.222140274
29.7,1.219516397
29.8,1.216803359
29.9,1.216357555
30,1.219057856
30.1,1.22537554
30.2,1.232126291
30.3,1.233094324
30.4,1.234661008
30.5,1.236367801
30.6,1.234215203
30.7,1.233896772
30.8,1.235527142
30.9,1.23931011
31,1.245232939
31.1,1.246328344
31.2,1.244799872
31.3,1.241207963
31.4,1.236609809
31.5,1.231540377
31.6,1.229464203
31.7,1.231221945
31.8,1.237896273
31.9,1.237985434
32,1.237412257
32.1,1.236775394
32.2,1.234444474
32.3,1.233820348
32.4,1.236584335
32.5,1.241169751
32.6,1.247831342
32.7,1.249028645
32.8,1.245755167
32.9,1.242277893
33,1.237030139
33.1,1.23194797
33.2,1.231196471
33.3,1.234699219
33.4,1.242634537
33.5,1.24723269
33.6,1.246799623
33.7,1.245627794
33.8,1.242965706
33.9,1.236291378
34,1.231897021
34.1,1.228203213
34.2,1.231349318
34.3,1.235285134
34.4,1.232100817
34.5,1.231591326
34.6,1.23194797
34.7,1.228903763
34.8,1.226190725
34.9,1.225974192
35,1.229731685
35.1,1.235157761
35.2,1.231158259
35.3,1.226369047
35.4,1.225069846
35.5,1.219605558
35.6,1.218089823
35.7,1.219720193
35.8,1.225401015
35.9,1.230355811
36,1.230101066
36.1,1.226139776
36.2,1.222496918
36.3,1.215746166
36.4,1.211173487
36.5,1.210116294
36.6,1.214752659
36.7,1.221286877
36.8,1.223808856
36.9,1.222178486
37,1.220751912
37.1,1.213899263
37.2,1.206817342
37.3,1.2057092
37.4,1.207046613
37.5,1.210995166
37.6,1.212116045
37.7,1.213478933
37.8,1.213122289
37.9,1.209772388
38,1.20472843
38.1,1.199786371
38.2,1.19941699
38.3,1.199926481
38.4,1.201951706
38.5,1.199939218
38.6,1.198945711
38.7,1.197251655
38.8,1.193405
38.9,1.189889514
39,1.189736667
39.1,1.192666239
39.2,1.196385521
39.3,1.196181724
39.4,1.195506649
39.5,1.192513391
39.6,1.188959694
39.7,1.184832819
39.8,1.183164238
39.9,1.183304347
40,1.187176477
40.1,1.188679474
40.2,1.187978924
40.3,1.185966436
40.4,1.182056095
40.5,1.178476923
40.6,1.17564925
40.7,1.176897502
40.8,1.180489411
40.9,1.180234666
41,1.175216183
41.1,1.170961936
41.2,1.166491155
41.3,1.160479165
41.4,1.161880265
41.5,1.165013632
41.6,1.168885761
41.7,1.167370027
41.8,1.165752394
41.9,1.16115424
42,1.157243899
42.1,1.157320323
42.2,1.162542602
42.3,1.17047792
42.4,1.172770628
42.5,1.17415899
42.6,1.175674725
42.7,1.173827821
42.8,1.173866033
42.9,1.175534615
43,1.18343172
43.1,1.18534231
43.2,1.18259106
43.3,1.177126773
43.4,1.171445952
43.5,1.169955692
43.6,1.17126763
43.7,1.176388012
43.8,1.184705447
43.9,1.187010892
44,1.18464176
44.1,1.180769631
44.2,1.174706692
44.3,1.172261137
44.4,1.17359855
44.5,1.178349551
44.6,1.179878023
44.7,1.178757143
44.8,1.177381518
44.9,1.175827572
45,1.175903995
45.1,1.181572079
45.2,1.188450203
45.3,1.187736916
45.4,1.184896506
45.5,1.179839811
45.6,1.174184464
45.7,1.17457932
45.8,1.179597803
45.9,1.185265887
46,1.187609544
46.1,1.187176477
46.2,1.182833069
46.3,1.178922728
46.4,1.179037363
46.5,1.182692959
46.6,1.183189712
46.7,1.180323827
46.8,1.178617033
46.9,1.173840558
47,1.175547352
47.1,1.180247403
47.2,1.187265637
47.3,1.185953699
47.4,1.183406246
47.5,1.177305095
47.6,1.172095553
47.7,1.17047792
47.8,1.177508891
47.9,1.182680221
48,1.18208157
48.1,1.182489162
48.2,1.177661738
48.3,1.17457932
48.4,1.175891258
48.5,1.179852548
48.6,1.178973677
48.7,1.175305344
48.8,1.171840807
48.9,1.169165981
49,1.171178469
49.1,1.178591559
49.2,1.18259106
49.3,1.178107543
49.4,1.173840558
49.5,1.169560836
49.6,1.166274622
49.7,1.167178968
49.8,1.172987161
49.9,1.173369279
50,1.171942705
50.1,1.169751895
50.2,1.166465681
50.3,1.164873522
50.4,1.168401745
50.5,1.172057341
50.6,1.172235663
50.7,1.167484662
50.8,1.163561584
50.9,1.159230913
51,1.158988905
51.1,1.165332064
51.2,1.173432966
51.3,1.174413735
51.4,1.173534864
51.5,1.170019378
51.6,1.164020125
51.7,1.160517377
51.8,1.160733911
51.9,1.165344801
52,1.166223673
52.1,1.165013632
52.2,1.164669726
52.3,1.162899246
52.4,1.162568077
52.5,1.165141005
52.6,1.17168796
52.7,1.178693457
52.8,1.178731669
52.9,1.178425974
53,1.175432717
53.1,1.171713435
53.2,1.172490408
53.3,1.178031119
53.4,1.182259892
53.5,1.182400001
53.6,1.181954197
53.7,1.181011639
53.8,1.177954695
53.9,1.179062838
54,1.181979672
54.1,1.188157246
54.2,1.187074578
54.3,1.183622779
54.4,1.182183468
54.5,1.17947043
54.6,1.179253897
54.7,1.182565586
54.8,1.188361042
54.9,1.191545359
55,1.189647506
55.1,1.186819833
55.2,1.182973179
55.3,1.179674226
55.4,1.179368532
55.5,1.184043109
55.6,1.192271383
55.7,1.194156499
55.8,1.192347807
55.9,1.189265388
56,1.184667235
56.1,1.179215685
56.2,1.179355795
56.3,1.184705447
56.4,1.189774879
56.5,1.194131024
56.6,1.194322083
56.7,1.195786869
56.8,1.193137517
56.9,1.186017385
57,1.182412739
57.1,1.187265637
57.2,1.190870284
57.3,1.193494161
57.4,1.192118536
57.5,1.189507396
57.6,1.188424729
57.7,1.183520881
57.8,1.183953948
57.9,1.185049353
58,1.191609045
58.1,1.195646759
58.2,1.194793362
58.3,1.193990914
58.4,1.189571083
58.5,1.186539613
58.6,1.186170232
58.7,1.18851389
58.8,1.194831574
58.9,1.199302355
59,1.199022135
59.1,1.199850057
59.2,1.200665242
59.3,1.199926481
59.4,1.203161747
59.5,1.209581329
59.6,1.216166496
59.7,1.217376536
59.8,1.214905507
59.9,1.211644766
60,1.20654986
60.1,1.205811098
60.2,1.209352058
60.3,1.215134777
60.4,1.221019395
60.5,1.224229186
60.6,1.22225491
60.7,1.219325338
60.8,1.21624292
60.9,1.211173487
61,1.209848812
61.1,1.213122289
61.2,1.219147016
61.3,1.225744921
61.4,1.226050615
61.5,1.225018897
61.6,1.222815349
61.7,1.219439974
61.8,1.213835576
61.9,1.213033128
62,1.212676485
62.1,1.219096067
62.2,1.22607609
62.3,1.229680736
62.4,1.227999417
62.5,1.225477438
62.6,1.222637028
62.7,1.218624789
62.8,1.213326086
62.9,1.211504656
63,1.217644019
63.1,1.225693972
63.2,1.231323844
63.3,1.232075342
63.4,1.229413254
63.5,1.226967698
63.6,1.222662502
63.7,1.216625038
63.8,1.216115547
63.9,1.219580084
64,1.225006159
64.1,1.231960707
64.2,1.232419249
64.3,1.232839578
64.4,1.229527889
64.5,1.226662004
64.6,1.221745419
64.7,1.218497416
64.8,1.218051612
64.9,1.222675239
65,1.228305111
65.1,1.233361806
65.2,1.234418999
65.3,1.23208808
65.4,1.228814602
65.5,1.225337328
65.6,1.220790124
65.7,1.217567595
65.8,1.218777636
65.9,1.224458457
66,1.231069098
66.1,1.233387281
66.2,1.233030637
66.3,1.229846321
66.4,1.226241674
66.5,1.220586328
66.6,1.216943469
66.7,1.217414748
66.8,1.220280633
66.9,1.224891524
67,1.228585331
67.1,1.229298618
67.2,1.227922993
67.3,1.227209706
67.4,1.222063851
67.5,1.220127786
67.6,1.220802861
67.7,1.223872542
67.8,1.225044371
67.9,1.225643023
68,1.22402539
68.1,1.224687728
68.2,1.221745419
68.3,1.220458955
68.4,1.220216947
68.5,1.223999915
68.6,1.227795621
68.7,1.22742624
68.8,1.226521894
68.9,1.224585829
69,1.222051113
69.1,1.221070344
69.2,1.221681733
69.3,1.22565576
69.4,1.230559608
69.5,1.23082709
69.6,1.227515401
69.7,1.225082583
69.8,1.221949215
69.9,1.218535628
70,1.219681982
70.1,1.224407508
70.2,1.230979937
70.3,1.234342576
70.4,1.234699219
70.5,1.232279139
70.6,1.228368798
70.7,1.220318845
70.8,1.216433979
70.9,1.217720443
71,1.22197469
71.1,1.228661755
71.2,1.230062854
71.3,1.229667999
71.4,1.226483682
71.5,1.222318596
71.6,1.219006907
71.7,1.21964377
71.8,1.222000164
71.9,1.226127039
72,1.224904261
72.1,1.224229186
72.2,1.222828087
72.3,1.220165998
72.4,1.219134279
72.5,1.221184979
72.6,1.225681234
72.7,1.229642524
72.8,1.228521645
72.9,1.224866049
73,1.219745668
73.1,1.215160252
73.2,1.210472938
73.3,1.210472938
73.4,1.215529633
73.5,1.222891773
73.6,1.22523543
73.7,1.226483682
73.8,1.226037878
73.9,1.223974441
74,1.218905008
74.1,1.216828834
74.2,1.217223689
74.3,1.218357306
74.4,1.219006907
74.5,1.221019395
74.6,1.220191472
74.7,1.219325338
74.8,1.217070842
74.9,1.214905507
75,1.215414997
75.1,1.219745668
75.2,1.222229435
75.3,1.220586328
75.4,1.217720443
75.5,1.213542619
75.6,1.207365045
75.7,1.205161497
75.8,1.210294616
75.9,1.214905507
76,1.223261154
76.1,1.223796119
76.2,1.222063851
76.3,1.220599065
76.4,1.217249164
76.5,1.215720692
76.6,1.219147016
76.7,1.222777138
76.8,1.225120795
76.9,1.2227644
77,1.219274389
77.1,1.215007405
77.2,1.210052608
77.3,1.211313597
77.4,1.216293869
77.5,1.222140274
77.6,1.224687728
77.7,1.227910256
77.8,1.223248416
77.9,1.218777636
78,1.215160252
78.1,1.215899013
78.2,1.220828336
78.3,1.228228688
78.4,1.227770146
78.5,1.227158757
78.6,1.224292872
78.7,1.22304462
78.8,1.220153261
78.9,1.222828087
79,1.227655511
79.1,1.231705962
79.2,1.230788878
79.3,1.230279388
79.4,1.227464452
79.5,1.225451964
79.6,1.225706709
79.7,1.231705962
79.8,1.231744173
79.9,1.228649018
80,1.226751165
80.1,1.223388526
80.2,1.218344569
80.3,1.219070593
80.4,1.226088827
80.5,1.231846072
80.6,1.231349318
80.7,1.228610806
