time,P1 [mmHg]3
578.6,1.238545874
578.7,1.238953467
578.8,1.239488432
578.9,1.239361059
579,1.240227193
579.1,1.241309861
579.2,1.242723698
579.3,1.244634288
579.4,1.245143778
579.5,1.245755167
579.6,1.244978194
579.7,1.241322598
579.8,1.244264907
579.9,1.244532389
580,1.244978194
580.1,1.245156515
580.2,1.244736186
580.3,1.243258663
580.4,1.241742928
580.5,1.244226695
580.6,1.244455966
580.7,1.244583338
580.8,1.243169502
580.9,1.242277893
581,1.241258912
581.1,1.239513906
581.2,1.237488681
581.3,1.239017153
581.4,1.237565104
581.5,1.236851817
581.6,1.233909509
581.7,1.233527391
581.8,1.234317101
581.9,1.23590926
582,1.239577593
582.1,1.240074346
582.2,1.239832338
582.3,1.242468952
582.4,1.244685237
582.5,1.245194727
582.6,1.24462155
582.7,1.244086585
582.8,1.244583338
582.9,1.24425217
583,1.243870052
583.1,1.243003917
583.2,1.242405266
583.3,1.240647523
583.4,1.238380289
583.5,1.236940978
583.6,1.235896522
583.7,1.237055614
583.8,1.237386783
583.9,1.237233935
584,1.23945022
584.1,1.241806614
584.2,1.245576845
584.3,1.246353819
584.4,1.245576845
584.5,1.246200971
584.6,1.245105566
584.7,1.245564108
584.8,1.244022899
584.9,1.242048622
585,1.240609311
585.1,1.237590579
585.2,1.235718201
585.3,1.235361557
585.4,1.237093826
585.5,1.237577842
585.6,1.237870799
585.7,1.240214456
585.8,1.242481689
585.9,1.24462155
586,1.244557864
586.1,1.244430491
586.2,1.24504188
586.3,1.244787135
586.4,1.243475196
586.5,1.241246175
586.6,1.238953467
586.7,1.236202217
586.8,1.235679989
586.9,1.236507911
587,1.23697919
587.1,1.239322847
587.2,1.242303368
587.3,1.245016406
587.4,1.245245676
587.5,1.245373049
587.6,1.245398524
587.7,1.244163009
587.8,1.242749172
587.9,1.238736933
588,1.236991927
588.1,1.237514155
588.2,1.238201968
588.3,1.239195475
588.4,1.241055116
588.5,1.24546221
588.6,1.245793379
588.7,1.245283888
588.8,1.245704218
588.9,1.243908263
589,1.240838582
589.1,1.238214705
589.2,1.236444225
589.3,1.237590579
589.4,1.23917
589.5,1.240303617
589.6,1.243003917
589.7,1.246099073
589.8,1.245016406
589.9,1.245016406
590,1.244035636
590.1,1.242889282
590.2,1.238622298
590.3,1.236253166
590.4,1.233068849
590.5,1.235183235
590.6,1.237157512
590.7,1.243373298
590.8,1.245385786
590.9,1.243984687
591,1.245054617
591.1,1.24369173
591.2,1.239322847
591.3,1.234750168
591.4,1.232916002
591.5,1.23385856
591.6,1.235157761
591.7,1.238291129
591.8,1.240609311
591.9,1.242609062
592,1.242023148
592.1,1.241602818
592.2,1.241386284
592.3,1.240303617
592.4,1.238991678
592.5,1.233667501
592.6,1.23194797
592.7,1.232865053
592.8,1.236928241
592.9,1.237858062
593,1.238571348
593.1,1.24178114
593.2,1.240864057
593.3,1.245003668
593.4,1.244812609
593.5,1.244010161
593.6,1.242519901
593.7,1.241590081
593.8,1.237577842
593.9,1.238940729
594,1.239259161
594.1,1.239526644
594.2,1.241029641
594.3,1.245245676
594.4,1.245576845
594.5,1.245169253
594.6,1.245169253
594.7,1.244392279
594.8,1.239946973
594.9,1.23669897
595,1.2330179
595.1,1.235514404
595.2,1.237132037
595.3,1.238393027
595.4,1.237437732
595.5,1.239857812
595.6,1.240953217
595.7,1.24015077
595.8,1.238813357
595.9,1.24001066
596,1.238838831
596.1,1.237921748
596.2,1.235947472
596.3,1.232533884
596.4,1.232177241
596.5,1.232470198
596.6,1.234024144
596.7,1.24029088
596.8,1.242099571
596.9,1.24257085
597,1.242188732
597.1,1.240278142
597.2,1.23931011
597.3,1.23846945
597.4,1.236265903
597.5,1.234075093
597.6,1.235934734
597.7,1.233833085
597.8,1.235679989
597.9,1.237972697
598,1.239246424
598.1,1.24215052
598.2,1.244532389
598.3,1.244799872
598.4,1.244876296
598.5,1.244748923
598.6,1.24257085
598.7,1.241577343
598.8,1.238380289
598.9,1.236138531
599,1.23669897
599.1,1.236902767
599.2,1.239794126
599.3,1.243475196
599.4,1.245194727
599.5,1.245373049
599.6,1.242647274
599.7,1.242226944
599.8,1.24192125
599.9,1.239373796
600,1.235565354
600.1,1.23492849
600.2,1.237577842
600.3,1.239806863
600.4,1.24383184
600.5,1.244417754
600.6,1.244022899
600.7,1.241984936
600.8,1.242125046
600.9,1.242392529
601,1.239131788
601.1,1.236826343
601.2,1.236851817
601.3,1.236826343
601.4,1.23902989
601.5,1.241577343
601.6,1.24397195
601.7,1.243819102
601.8,1.244468703
601.9,1.24434133
602,1.243054866
602.1,1.242558113
602.2,1.239896024
602.3,1.236877292
602.4,1.235718201
602.5,1.236609809
602.6,1.237998171
602.7,1.239654016
602.8,1.241067853
602.9,1.244264907
603,1.240851319
603.1,1.240201719
603.2,1.240507413
603.3,1.23767974
603.4,1.236367801
603.5,1.234852067
603.6,1.231438479
603.7,1.233412755
603.8,1.23166775
603.9,1.232546621
604,1.235603565
604.1,1.241106065
604.2,1.243258663
604.3,1.244048373
604.4,1.243373298
604.5,1.240978692
604.6,1.241411759
604.7,1.23987055
604.8,1.239692228
604.9,1.234546372
605,1.234151517
605.1,1.234852067
605.2,1.234355313
605.3,1.235718201
605.4,1.237297622
605.5,1.241016904
605.6,1.243093078
605.7,1.243653518
605.8,1.243806365
605.9,1.243169502
606,1.242952968
606.1,1.241984936
606.2,1.240762158
606.3,1.236813606
606.4,1.234673745
606.5,1.234699219
606.6,1.236074844
606.7,1.236953716
606.8,1.23753963
606.9,1.238558611
607,1.242023148
607.1,1.242736435
607.2,1.242392529
607.3,1.242672748
607.4,1.241590081
607.5,1.242048622
607.6,1.241653767
607.7,1.240953217
607.8,1.238316603
607.9,1.235730938
608,1.234826592
608.1,1.234176991
608.2,1.23534882
608.3,1.236100319
608.4,1.237170249
608.5,1.238405764
608.6,1.241157014
608.7,1.243118553
608.8,1.242277893
608.9,1.242672748
609,1.242812858
609.1,1.242761909
609.2,1.241424496
609.3,1.239857812
609.4,1.238915255
609.5,1.235399769
609.6,1.232979688
609.7,1.232648519
609.8,1.233259908
609.9,1.236113056
610,1.237807112
610.1,1.241093327
610.2,1.242443478
610.3,1.242112309
610.4,1.243449722
610.5,1.243475196
610.6,1.241691979
610.7,1.242252419
610.8,1.239679491
610.9,1.236227691
611,1.234546372
611.1,1.236036632
611.2,1.23604937
611.3,1.237985434
611.4,1.238966204
611.5,1.24229063
611.6,1.242456215
611.7,1.243398773
611.8,1.243118553
611.9,1.243067604
612,1.242405266
612.1,1.2412207
612.2,1.24094048
612.3,1.240341829
612.4,1.237488681
612.5,1.235705463
612.6,1.235246922
612.7,1.235183235
612.8,1.237730689
612.9,1.235756413
613,1.23818923
613.1,1.23987055
613.2,1.242494427
613.3,1.24434133
613.4,1.244010161
613.5,1.242787384
613.6,1.242392529
613.7,1.24215052
613.8,1.241207963
613.9,1.239654016
614,1.23846945
614.1,1.234215203
614.2,1.233552865
614.3,1.234469949
614.4,1.235374295
614.5,1.236138531
614.6,1.236953716
614.7,1.238456713
614.8,1.241628293
614.9,1.242952968
615,1.243500671
615.1,1.242660011
615.2,1.243284137
615.3,1.241946724
615.4,1.241539132
615.5,1.241577343
615.6,1.237909011
615.7,1.234992176
615.8,1.234533635
615.9,1.234839329
616,1.23655886
616.1,1.237794375
616.2,1.237921748
616.3,1.239513906
616.4,1.242749172
616.5,1.243513408
616.6,1.24397195
616.7,1.242876545
616.8,1.244048373
616.9,1.241946724
617,1.242125046
617.1,1.240698472
617.2,1.239437483
617.3,1.23576915
617.4,1.232865053
617.5,1.233934983
617.6,1.234317101
617.7,1.235743675
617.8,1.237106563
617.9,1.238520399
618,1.239972448
618.1,1.243717204
618.2,1.243729942
618.3,1.243475196
618.4,1.243538883
618.5,1.244022899
618.6,1.244519652
618.7,1.243360561
618.8,1.243322349
618.9,1.241679242
619,1.240214456
619.1,1.236304115
619.2,1.235310608
619.3,1.235972946
619.4,1.237794375
619.5,1.237985434
619.6,1.238940729
619.7,1.241131539
619.8,1.244303119
619.9,1.244392279
620,1.244685237
620.1,1.243640781
620.2,1.243220451
620.3,1.24229063
620.4,1.241564606
620.5,1.238838831
620.6,1.236011158
620.7,1.234495423
620.8,1.235145024
620.9,1.236393276
621,1.23810007
621.1,1.238978941
621.2,1.242647274
621.3,1.244035636
621.4,1.244392279
621.5,1.245118304
621.6,1.244990931
621.7,1.244379542
621.8,1.242902019
621.9,1.242112309
622,1.240723947
622.1,1.236991927
622.2,1.23604937
622.3,1.236520649
622.4,1.237717952
622.5,1.239068102
622.6,1.240596574
622.7,1.2432714
622.8,1.244608813
622.9,1.246226446
623,1.245831591
623.1,1.245131041
623.2,1.244685237
623.3,1.242074097
623.4,1.241564606
623.5,1.237463206
623.6,1.235004914
623.7,1.235437981
623.8,1.236724445
623.9,1.237832587
624,1.237934485
624.1,1.241793877
624.2,1.243144027
624.3,1.243322349
624.4,1.244850821
624.5,1.242825596
624.6,1.241373547
624.7,1.24023993
624.8,1.235552616
624.9,1.232814104
625,1.235578091
625.1,1.237807112
625.2,1.239284635
625.3,1.243067604
625.4,1.242481689
625.5,1.24215052
625.6,1.242354317
625.7,1.241348073
625.8,1.239526644
625.9,1.235106812
626,1.233234434
626.1,1.233934983
626.2,1.236036632
626.3,1.237654265
626.4,1.242621799
626.5,1.242812858
626.6,1.241883038
626.7,1.240392778
626.8,1.239386534
626.9,1.236673496
627,1.235590828
627.1,1.236635284
627.2,1.238176493
627.3,1.241526394
627.4,1.245054617
627.5,1.244264907
627.6,1.24490177
627.7,1.243207714
627.8,1.242507164
627.9,1.240036134
628,1.236164005
628.1,1.236635284
628.2,1.238252917
628.3,1.240622048
628.4,1.244010161
628.5,1.244519652
628.6,1.246290132
628.7,1.245054617
628.8,1.241615555
628.9,1.237565104
629,1.23888978
629.1,1.239972448
629.2,1.24150092
629.3,1.244519652
629.4,1.244405017
629.5,1.244239432
629.6,1.243959212
629.7,1.241526394
629.8,1.23697919
629.9,1.236316852
630,1.239259161
630.1,1.243386035
630.2,1.245105566
630.3,1.244213958
630.4,1.244150271
630.5,1.242379791
630.6,1.241322598
630.7,1.23520871
630.8,1.235718201
630.9,1.237386783
631,1.240507413
631.1,1.244965456
631.2,1.245220202
631.3,1.246073599
631.4,1.244035636
631.5,1.242226944
631.6,1.239131788
631.7,1.235578091
631.8,1.237323096
631.9,1.240469201
632,1.244685237
632.1,1.245080092
632.2,1.245691481
632.3,1.245411261
632.4,1.243513408
632.5,1.240953217
632.6,1.236762657
632.7,1.235998421
632.8,1.238227442
632.9,1.240036134
633,1.242749172
633.1,1.244303119
633.2,1.243449722
633.3,1.24448144
633.4,1.243373298
633.5,1.240991429
633.6,1.237896273
633.7,1.236125793
633.8,1.2371193
633.9,1.238418501
634,1.240813107
634.1,1.242952968
634.2,1.245398524
634.3,1.244850821
634.4,1.245207465
634.5,1.243806365
634.6,1.242940231
634.7,1.242736435
634.8,1.239119051
634.9,1.235590828
635,1.233985932
635.1,1.235718201
635.2,1.236253166
635.3,1.238367552
635.4,1.238698721
635.5,1.240188981
635.6,1.243118553
635.7,1.245283888
635.8,1.244494178
635.9,1.245525896
636,1.246430242
636.1,1.246481191
636.2,1.245347574
636.3,1.245869802
636.4,1.245946226
636.5,1.245704218
636.6,1.244876296
636.7,1.243513408
636.8,1.241462708
636.9,1.240825845
637,1.239794126
637.1,1.240609311
637.2,1.24066026
637.3,1.241399022
637.4,1.24215052
637.5,1.244175746
637.6,1.246710462
637.7,1.247754918
637.8,1.248990433
637.9,1.247436486
638,1.246684988
638.1,1.247411012
638.2,1.24816251
638.3,1.248200722
638.4,1.247461961
638.5,1.24779313
638.6,1.248124299
638.7,1.247105317
638.8,1.247436486
638.9,1.246150022
639,1.244978194
639.1,1.243870052
639.2,1.242558113
639.3,1.241857563
639.4,1.242698223
639.5,1.243678993
639.6,1.24383184
639.7,1.24257085
639.8,1.242468952
639.9,1.243526145
640,1.244494178
640.1,1.246914258
640.2,1.248875797
640.3,1.248914009
640.4,1.248812111
640.5,1.248799374
640.6,1.249015907
640.7,1.249028645
640.8,1.249194229
640.9,1.250531642
641,1.249792881
641.1,1.249831092
641.2,1.249741932
641.3,1.248391781
641.4,1.24779313
641.5,1.247219953
641.6,1.245831591
641.7,1.244124797
641.8,1.243386035
641.9,1.242634537
642,1.243067604
642.1,1.243895526
642.2,1.243487934
642.3,1.244838084
642.4,1.24779313
642.5,1.249321602
642.6,1.249754669
642.7,1.24970372
642.8,1.249219704
642.9,1.250085838
643,1.249296127
643.1,1.249257915
643.2,1.248875797
643.3,1.247831342
643.4,1.247844079
643.5,1.246723199
643.6,1.243436984
643.7,1.242379791
643.8,1.242265156
643.9,1.242838333
644,1.24313129
644.1,1.244965456
644.2,1.246506666
644.3,1.248531891
644.4,1.248697476
644.5,1.249117805
644.6,1.248379044
644.7,1.249181492
644.8,1.24821346
644.9,1.247805867
645,1.247538384
645.1,1.245385786
645.2,1.243984687
645.3,1.242277893
645.4,1.240762158
645.5,1.240953217
645.6,1.242277893
645.7,1.242800121
645.8,1.243857314
645.9,1.247309114
646,1.249054119
646.1,1.248812111
646.2,1.249347076
646.3,1.248697476
646.4,1.248837586
646.5,1.24900317
646.6,1.248672001
646.7,1.247602071
646.8,1.248175248
646.9,1.247665757
647,1.246226446
647.1,1.244264907
647.2,1.242761909
647.3,1.242392529
647.4,1.241424496
647.5,1.242863807
647.6,1.244277644
647.7,1.245576845
647.8,1.248009663
647.9,1.249257915
648,1.249015907
648.1,1.249092331
648.2,1.250009414
648.3,1.249474449
648.4,1.248875797
648.5,1.249206966
648.6,1.247118055
648.7,1.244685237
648.8,1.243029392
648.9,1.242914757
649,1.242621799
649.1,1.244799872
649.2,1.245080092
649.3,1.249716457
649.4,1.249245178
649.5,1.247907765
649.6,1.247754918
649.7,1.250047626
649.8,1.25026416
649.9,1.248595578
650,1.247360063
650.1,1.243997424
650.2,1.242418003
650.3,1.241348073
650.4,1.242074097
650.5,1.243755416
650.6,1.244978194
650.7,1.248977696
650.8,1.248366307
650.9,1.249245178
651,1.249105068
651.1,1.248990433
651.2,1.24751291
651.3,1.246710462
651.4,1.246684988
651.5,1.243309612
651.6,1.242048622
651.7,1.242787384
651.8,1.243194976
651.9,1.245373049
652,1.249054119
652.1,1.250085838
652.2,1.249780143
652.3,1.249436237
652.4,1.249792881
652.5,1.249296127
652.6,1.247563859
652.7,1.246150022
652.8,1.243245925
652.9,1.241653767
653,1.242277893
653.1,1.243500671
653.2,1.245054617
653.3,1.247945977
653.4,1.249716457
653.5,1.25012405
653.6,1.250391532
653.7,1.250684489
653.8,1.249448974
653.9,1.248035138
654,1.24490177
654.1,1.242761909
654.2,1.242749172
654.3,1.242978443
654.4,1.244863558
654.5,1.247691232
654.6,1.248595578
654.7,1.248888535
654.8,1.248646527
654.9,1.249347076
655,1.248646527
655.1,1.248735687
655.2,1.245334837
655.3,1.243742679
655.4,1.241933987
655.5,1.243793628
655.6,1.244634288
655.7,1.247054368
655.8,1.248850323
655.9,1.248786637
656,1.248786637
656.1,1.248773899
656.2,1.248595578
656.3,1.247041631
656.4,1.244596076
656.5,1.242583588
656.6,1.24150092
656.7,1.242940231
656.8,1.243857314
656.9,1.247754918
657,1.248799374
657.1,1.247614808
657.2,1.248353569
657.3,1.248633789
657.4,1.246901521
657.5,1.246060861
657.6,1.243526145
657.7,1.241755665
657.8,1.241449971
657.9,1.24206136
658,1.24243074
658.1,1.244634288
658.2,1.24611181
658.3,1.248850323
658.4,1.249334339
658.5,1.24984383
658.6,1.249780143
658.7,1.250136787
658.8,1.248595578
658.9,1.247436486
659,1.246200971
659.1,1.24653214
659.2,1.245283888
659.3,1.24299118
659.4,1.241602818
659.5,1.243577094
659.6,1.243169502
659.7,1.243793628
659.8,1.244213958
659.9,1.245029143
660,1.247640283
660.1,1.248786637
660.2,1.248251671
660.3,1.24984383
660.4,1.249971202
660.5,1.24928339
660.6,1.249041382
660.7,1.249232441
660.8,1.249512661
660.9,1.247551122
661,1.248226197
661.1,1.247780392
661.2,1.247385537
661.3,1.246888784
661.4,1.246290132
661.5,1.245347574
661.6,1.243640781
661.7,1.243436984
661.8,1.242876545
661.9,1.242889282
662,1.241883038
662.1,1.242405266
662.2,1.243080341
662.3,1.243067604
662.4,1.242927494
662.5,1.243577094
662.6,1.245169253
662.7,1.243806365
662.8,1.244277644
662.9,1.245347574
663,1.247296376
663.1,1.246608564
663.2,1.24681236
663.3,1.248888535
663.4,1.248468205
663.5,1.24872295
663.6,1.249219704
663.7,1.249996677
663.8,1.250760913
663.9,1.249945728
664,1.249512661
664.1,1.249678245
664.2,1.248901272
664.3,1.248990433
664.4,1.249028645
664.5,1.250136787
664.6,1.249206966
664.7,1.249780143
664.8,1.249245178
664.9,1.249308864
665,1.249156017
665.1,1.248773899
665.2,1.24928339
665.3,1.248964958
665.4,1.24807335
665.5,1.247729443
665.6,1.249066856
665.7,1.248888535
665.8,1.24886306
665.9,1.248837586
666,1.247984189
666.1,1.249474449
666.2,1.248990433
666.3,1.248595578
666.4,1.249066856
666.5,1.248964958
666.6,1.249334339
666.7,1.248595578
666.8,1.24844273
666.9,1.249308864
667,1.248315358
667.1,1.248952221
667.2,1.248251671
667.3,1.248289883
667.4,1.248799374
667.5,1.248238934
667.6,1.24886306
667.7,1.247640283
667.8,1.247360063
667.9,1.247423749
668,1.246748674
668.1,1.247423749
668.2,1.247054368
668.3,1.247831342
668.4,1.246914258
668.5,1.246825097
668.6,1.246621301
668.7,1.246200971
668.8,1.246379293
668.9,1.246277395
669,1.245423998
669.1,1.245589583
669.2,1.24504188
669.3,1.244850821
669.4,1.245334837
669.5,1.244010161
669.6,1.243118553
669.7,1.243984687
669.8,1.242761909
669.9,1.24313129
670,1.24285107
670.1,1.241933987
670.2,1.240889531
670.3,1.241284386
670.4,1.240583837
670.5,1.24080037
670.6,1.239921499
670.7,1.239934236
670.8,1.239908762
670.9,1.240265405
671,1.240953217
671.1,1.240214456
671.2,1.241016904
671.3,1.241118802
671.4,1.240571099
671.5,1.240558362
671.6,1.241551869
671.7,1.240915006
671.8,1.241284386
671.9,1.242048622
672,1.242749172
672.1,1.243436984
672.2,1.24355162
672.3,1.244086585
672.4,1.245334837
672.5,1.246264658
672.6,1.246723199
672.7,1.248328095
672.8,1.248175248
672.9,1.247181741
673,1.247449224
673.1,1.246965207
673.2,1.247398274
673.3,1.247334588
673.4,1.246977945
673.5,1.247423749
673.6,1.247996926
673.7,1.24723269
673.8,1.248098824
673.9,1.248315358
674,1.247996926
674.1,1.247703969
674.2,1.248659264
674.3,1.24830262
674.4,1.249194229
674.5,1.248621052
674.6,1.247041631
674.7,1.247907765
674.8,1.246519403
674.9,1.24793324
675,1.248226197
675.1,1.246850572
675.2,1.246774148
675.3,1.247309114
675.4,1.247844079
675.5,1.248544628
675.6,1.248366307
675.7,1.248557366
675.8,1.249130543
675.9,1.248761162
676,1.248952221
676.1,1.24928339
676.2,1.24928339
676.3,1.249156017
676.4,1.24900317
676.5,1.248340832
676.6,1.24779313
676.7,1.247627545
676.8,1.247461961
676.9,1.248098824
677,1.248035138
677.1,1.248812111
677.2,1.247754918
677.3,1.247143529
677.4,1.247258165
677.5,1.246634038
677.6,1.246621301
677.7,1.247360063
677.8,1.246863309
677.9,1.247500173
678,1.247360063
678.1,1.247347325
678.2,1.247105317
678.3,1.247118055
678.4,1.248353569
678.5,1.248226197
678.6,1.248621052
678.7,1.247703969
678.8,1.247996926
678.9,1.247156266
679,1.247487435
679.1,1.247385537
679.2,1.248391781
679.3,1.247767655
679.4,1.248557366
679.5,1.248137036
679.6,1.248238934
679.7,1.24779313
679.8,1.248187985
679.9,1.247844079
680,1.248086087
680.1,1.248531891
680.2,1.248608315
680.3,1.247691232
680.4,1.247258165
680.5,1.247754918
680.6,1.248098824
680.7,1.247602071
680.8,1.247461961
680.9,1.247703969
681,1.247831342
681.1,1.248251671
681.2,1.248137036
681.3,1.247805867
681.4,1.247945977
681.5,1.248098824
681.6,1.24807335
681.7,1.248009663
681.8,1.248035138
681.9,1.247525647
682,1.247551122
682.1,1.24723269
682.2,1.247054368
682.3,1.246544878
682.4,1.246035387
682.5,1.245347574
682.6,1.245576845
682.7,1.245411261
682.8,1.245080092
682.9,1.244608813
683,1.242749172
683.1,1.242647274
683.2,1.241437234
683.3,1.24108059
683.4,1.241411759
683.5,1.241016904
683.6,1.241207963
683.7,1.242125046
683.8,1.242787384
683.9,1.243908263
684,1.244952719
684.1,1.247245427
684.2,1.247805867
684.3,1.247563859
684.4,1.247258165
684.5,1.24639203
684.6,1.245767904
684.7,1.247079843
684.8,1.247054368
684.9,1.247729443
685,1.247156266
685.1,1.246048124
685.2,1.245436735
685.3,1.24490177
685.4,1.242698223
685.5,1.240991429
685.6,1.24094048
685.7,1.240176244
685.8,1.240965955
685.9,1.241946724
686,1.243500671
686.1,1.245436735
686.2,1.247984189
686.3,1.247270902
686.4,1.247028894
686.5,1.24667225
686.6,1.246850572
686.7,1.246710462
686.8,1.245436735
686.9,1.24560232
687,1.244545127
687.1,1.244736186
687.2,1.241679242
687.3,1.240672998
687.4,1.23987055
687.5,1.24094048
687.6,1.241118802
687.7,1.24178114
687.8,1.243144027
687.9,1.245780642
688,1.246684988
688.1,1.246914258
688.2,1.246506666
688.3,1.247347325
688.4,1.247169004
688.5,1.247869553
688.6,1.247016156
688.7,1.24653214
688.8,1.245729692
688.9,1.244163009
689,1.241590081
689.1,1.238915255
689.2,1.239297373
689.3,1.239921499
689.4,1.240787633
689.5,1.243233188
689.6,1.246608564
689.7,1.247869553
689.8,1.248187985
689.9,1.248506417
690,1.248187985
690.1,1.247296376
690.2,1.246926996
690.3,1.246404768
690.4,1.244532389
690.5,1.241704716
690.6,1.241004166
690.7,1.242125046
690.8,1.243780891
690.9,1.246608564
691,1.248786637
691.1,1.248646527
691.2,1.24844273
691.3,1.248570103
691.4,1.248684738
691.5,1.247207215
691.6,1.245271151
691.7,1.242328842
691.8,1.242303368
691.9,1.242112309
692,1.243526145
692.1,1.243780891
692.2,1.244748923
692.3,1.247640283
692.4,1.248404519
692.5,1.248531891
692.6,1.248824848
692.7,1.248277146
692.8,1.247869553
692.9,1.246506666
693,1.243819102
693.1,1.241717453
693.2,1.241959461
693.3,1.242978443
693.4,1.243933738
693.5,1.247945977
693.6,1.247958714
693.7,1.248633789
693.8,1.249156017
693.9,1.247856816
694,1.246621301
694.1,1.245169253
694.2,1.242761909
694.3,1.241488183
694.4,1.242086834
694.5,1.24355162
694.6,1.247423749
694.7,1.247423749
694.8,1.247551122
694.9,1.248251671
695,1.247716706
695.1,1.247296376
695.2,1.245551371
695.3,1.242863807
695.4,1.242825596
695.5,1.243398773
695.6,1.245958963
695.7,1.24970372
695.8,1.251805369
695.9,1.251550623
696,1.250378795
696.1,1.249066856
696.2,1.248748425
696.3,1.246124548
696.4,1.242634537
696.5,1.242914757
696.6,1.243704467
696.7,1.244850821
696.8,1.247321851
696.9,1.250174999
697,1.249461712
697.1,1.247563859
697.2,1.247805867
697.3,1.247028894
697.4,1.245436735
697.5,1.244226695
697.6,1.240838582
697.7,1.239654016
697.8,1.239386534
697.9,1.239475694
698,1.242902019
698.1,1.245373049
698.2,1.246290132
698.3,1.247219953
698.4,1.247028894
698.5,1.247474698
698.6,1.246761411
698.7,1.246455717
698.8,1.2453221
698.9,1.242749172
699,1.241832089
699.1,1.240265405
699.2,1.241182488
699.3,1.243538883
699.4,1.245984438
699.5,1.248977696
699.6,1.248531891
699.7,1.248595578
699.8,1.247729443
699.9,1.247347325
700,1.247729443
700.1,1.246009912
700.2,1.245373049
700.3,1.243296875
700.4,1.241169751
700.5,1.241946724
700.6,1.24285107
700.7,1.243156765
700.8,1.246200971
700.9,1.248086087
701,1.248697476
701.1,1.248977696
701.2,1.249614559
701.3,1.248557366
701.4,1.248595578
701.5,1.247742181
701.6,1.245984438
701.7,1.246035387
701.8,1.243436984
701.9,1.242405266
702,1.242965706
702.1,1.243258663
702.2,1.245487684
702.3,1.246761411
702.4,1.249347076
702.5,1.250098575
702.6,1.250442481
702.7,1.249907516
702.8,1.250098575
702.9,1.24984383
703,1.249206966
703.1,1.248710213
703.2,1.247767655
703.3,1.246404768
703.4,1.2432714
703.5,1.243233188
703.6,1.243144027
703.7,1.245003668
703.8,1.248035138
703.9,1.250238685
704,1.250939235
704.1,1.250404269
704.2,1.250824599
704.3,1.250557117
704.4,1.249461712
704.5,1.247602071
704.6,1.245933489
704.7,1.24164103
704.8,1.239475694
704.9,1.241118802
705,1.243373298
705.1,1.246761411
705.2,1.248888535
705.3,1.24821346
705.4,1.248137036
705.5,1.248786637
705.6,1.248340832
705.7,1.247296376
705.8,1.246926996
705.9,1.244392279
706,1.24355162
706.1,1.242965706
706.2,1.243908263
706.3,1.246799623
706.4,1.24998394
706.5,1.249920253
706.6,1.250009414
706.7,1.249678245
706.8,1.249754669
706.9,1.249907516
707,1.248837586
707.1,1.247869553
707.2,1.245971701
707.3,1.243487934
707.4,1.244163009
707.5,1.243398773
707.6,1.244430491
707.7,1.246939733
707.8,1.249270653
707.9,1.250034889
708,1.249499923
708.1,1.25063354
708.2,1.249818355
708.3,1.24984383
708.4,1.249678245
708.5,1.248824848
708.6,1.246328344
708.7,1.245436735
708.8,1.245067355
708.9,1.244787135
709,1.245857065
709.1,1.246608564
709.2,1.248557366
709.3,1.251346827
709.4,1.25105387
709.5,1.251041133
709.6,1.248875797
709.7,1.248875797
709.8,1.247219953
709.9,1.246404768
710,1.246684988
710.1,1.244545127
710.2,1.246595827
710.3,1.246519403
710.4,1.246608564
710.5,1.24751291
710.6,1.25203464
710.7,1.251512412
710.8,1.251958216
710.9,1.251601573
711,1.250964709
711.1,1.250659015
711.2,1.249805618
711.3,1.249410763
711.4,1.249334339
711.5,1.247805867
711.6,1.245844328
711.7,1.246888784
711.8,1.246634038
711.9,1.248175248
712,1.25049343
712.1,1.251767157
712.2,1.251448725
712.3,1.2521238
712.4,1.252327597
712.5,1.252633291
712.6,1.252289385
712.7,1.252021902
712.8,1.253053621
712.9,1.250200473
713,1.247423749
713.1,1.248022401
713.2,1.247398274
713.3,1.248608315
713.4,1.251486937
713.5,1.252658766
713.6,1.253130045
713.7,1.254365559
713.8,1.252633291
713.9,1.252862562
714,1.252085589
714.1,1.251945479
714.2,1.249996677
714.3,1.248621052
714.4,1.247703969
714.5,1.24751291
714.6,1.248187985
714.7,1.251843581
714.8,1.252862562
714.9,1.252837087
715,1.251907267
715.1,1.252149275
715.2,1.252505918
715.3,1.250467956
715.4,1.250429744
715.5,1.249640033
715.6,1.248710213
715.7,1.247882291
715.8,1.24681236
715.9,1.246634038
716,1.249652771
716.1,1.250366058
716.2,1.250837337
716.3,1.251512412
716.4,1.251550623
716.5,1.251308615
716.6,1.25189453
716.7,1.251996428
716.8,1.253397527
716.9,1.251525149
717,1.25012405
717.1,1.248837586
717.2,1.24900317
717.3,1.245105566
717.4,1.244812609
717.5,1.247105317
717.6,1.249181492
717.7,1.250811862
717.8,1.250888286
717.9,1.25119398
718,1.24667225
718.1,1.246799623
718.2,1.245908014
718.3,1.245474947
718.4,1.244697974
718.5,1.249257915
718.6,1.252098326
718.7,1.249181492
718.8,1.247563859
718.9,1.247754918
719,1.248022401
719.1,1.247958714
719.2,1.248646527
719.3,1.250735438
719.4,1.251321353
719.5,1.250926497
719.6,1.251639784
719.7,1.251461463
719.8,1.25133409
719.9,1.250722701
720,1.250060363
720.1,1.249767406
720.2,1.250060363
720.3,1.248200722
720.4,1.24653214
720.5,1.246455717
720.6,1.246544878
720.7,1.247423749
720.8,1.247525647
720.9,1.249168755
721,1.251537886
721.1,1.251652522
721.2,1.251843581
